"Direction","InterfaceName","DataType","Group","RefBlock","InternalSymbol","Description","Note","ItemCount"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_OutVoltage_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_OutVoltage_ToBus","Veh_1_B.VCar_Outport_fob","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_OverIV_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_OverIV_ToBus","Veh_1_B.VCar_Outport_fws","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_OverOC_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_OverOC_ToBus","Veh_1_B.VCar_Outport_i2","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_OverOV_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_OverOV_ToBus","Veh_1_B.VCar_Outport_je","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_OverTemp_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_OverTemp_ToBus","Veh_1_B.VCar_Outport_d5","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_RealityTemp_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_RealityTemp_ToBus","Veh_1_B.VCar_Outport_ifs","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_stsError_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_stsError_ToBus","Veh_1_B.VCar_Outport_jc","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_UnderIV_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_UnderIV_ToBus","Veh_1_B.VCar_Outport_ev","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1.DCDC_UnderOV_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1/DCDC_UnderOV_ToBus","Veh_1_B.VCar_Outport_bcu","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC_1_MsgEnable.DCDC_1_MsgDisable","Bool","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC_1_MsgEnable/DCDC_1_MsgDisable","Veh_1_B.VCar_Outport_pum","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.DC1_AverageTemp_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/DC1_AverageTemp_ToBus","Veh_1_B.VCar_Outport_lkp","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.DC1_ChargingTime_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/DC1_ChargingTime_ToBus","Veh_1_B.VCar_Outport_b4n","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.DC1_ChgConnectSts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/DC1_ChgConnectSts_ToBus","Veh_1_B.VCar_Outport_gd","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.DC1_Faultcode_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/DC1_Faultcode_ToBus","Veh_1_B.VCar_Outport_n4","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.DC1_OutputCurr_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/DC1_OutputCurr_ToBus","Veh_1_B.VCar_Outport_jme","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.DC1_OutputVoltage_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/DC1_OutputVoltage_ToBus","Veh_1_B.VCar_Outport_dm","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.DC1_PDUSts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/DC1_PDUSts_ToBus","Veh_1_B.VCar_Outport_ce","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.DC1_WorkingMode_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/DC1_WorkingMode_ToBus","Veh_1_B.VCar_Outport_aqm","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1.NTC_AverageTemp_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1/NTC_AverageTemp_ToBus","Veh_1_B.VCar_Outport_kn","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftDCDCDataToBus.DCDC1_1_MsgEnable.DCDC1_1_MsgDisable","Bool","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftDCDCDataToBus/DCDC1_1_MsgEnable/DCDC1_1_MsgDisable","Veh_1_B.VCar_Outport_ll","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_CANMsgFault_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_CANMsgFault_ToBus","Veh_1_B.VCar_Outport_kp","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_ChargeCurrent_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_ChargeCurrent_ToBus","Veh_1_B.VCar_Outport_e4","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_ChargeVoltage_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_ChargeVoltage_ToBus","Veh_1_B.VCar_Outport_lb","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_FanFault_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_FanFault_ToBus","Veh_1_B.VCar_Outport_do","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_HighCurrOutputFault_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_HighCurrOutputFault_ToBus","Veh_1_B.VCar_Outport_b5","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_HighVoltOutputOverVolt_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_HighVoltOutputOverVolt_ToBus","Veh_1_B.VCar_Outport_bfc","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_HighVoltOutputShortCircuit_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_HighVoltOutputShortCircuit_ToBus","Veh_1_B.VCar_Outport_be","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_HighVoltOutputUnderVolt_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_HighVoltOutputUnderVolt_ToBus","Veh_1_B.VCar_Outport_c5","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_InputOverVolt_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_InputOverVolt_ToBus","Veh_1_B.VCar_Outport_bk","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_InputUnderVolt_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_InputUnderVolt_ToBus","Veh_1_B.VCar_Outport_dg2","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_LowVoltOTFault_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_LowVoltOTFault_ToBus","Veh_1_B.VCar_Outport_ps","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_NoBattery_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_NoBattery_ToBus","Veh_1_B.VCar_Outport_b2r","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_OverTemp_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_OverTemp_ToBus","Veh_1_B.VCar_Outport_ax","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1.OBC_State_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1/OBC_State_ToBus","Veh_1_B.VCar_Outport_n1","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_1_MsgEnable.OBC_1_MsgDisable","Bool","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_1_MsgEnable/OBC_1_MsgDisable","Veh_1_B.VCar_Outport_liw","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_ACVolageSts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_ACVolageSts_ToBus","Veh_1_B.VCar_Outport_bo","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_BattConnectSts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_BattConnectSts_ToBus","Veh_1_B.VCar_Outport_kmn","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_CommOverTime_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_CommOverTime_ToBus","Veh_1_B.VCar_Outport_jn","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_CP_Sts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_CP_Sts_ToBus","Veh_1_B.VCar_Outport_fb","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_HWSts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_HWSts_ToBus","Veh_1_B.VCar_Outport_i1j","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_HWVersion_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_HWVersion_ToBus","Veh_1_B.VCar_Outport_j3","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_SoftVersion_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_SoftVersion_ToBus","Veh_1_B.VCar_Outport_oq","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_Temp_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_Temp_ToBus","Veh_1_B.VCar_Outport_ec","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2.OBC_TempSts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2/OBC_TempSts_ToBus","Veh_1_B.VCar_Outport_n45","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_2_MsgEnable.OBC_2_MsgDisable","Bool","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_2_MsgEnable/OBC_2_MsgDisable","Veh_1_B.VCar_Outport_ge3","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_3.OBC_ACInputVoltage_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_3/OBC_ACInputVoltage_ToBus","Veh_1_B.VCar_Outport_oz","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_3.OBC_BatteryVoltage_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_3/OBC_BatteryVoltage_ToBus","Veh_1_B.VCar_Outport_gy","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_3.OBC_CurrentLimit_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_3/OBC_CurrentLimit_ToBus","Veh_1_B.VCar_Outport_ewb","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_3.OBC_ErrorFlag_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_3/OBC_ErrorFlag_ToBus","Veh_1_B.VCar_Outport_mzj","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_3.OBC_PFCVoltage_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_3/OBC_PFCVoltage_ToBus","Veh_1_B.VCar_Outport_nc","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_3_MsgEnable.OBC_3_MsgDisable","Bool","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_3_MsgEnable/OBC_3_MsgDisable","Veh_1_B.VCar_Outport_nb","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_ACInputCurrent_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_ACInputCurrent_ToBus","Veh_1_B.VCar_Outport_ib4","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_BMSWakeSts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_BMSWakeSts_ToBus","Veh_1_B.VCar_Outport_kg","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_CCSts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_CCSts_ToBus","Veh_1_B.VCar_Outport_eg","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_ChrgPiletMaxCurr_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_ChrgPiletMaxCurr_ToBus","Veh_1_B.VCar_Outport_bt","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_ChrgPortTemp1_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_ChrgPortTemp1_ToBus","Veh_1_B.VCar_Outport_oi2","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_ChrgPortTemp2_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_ChrgPortTemp2_ToBus","Veh_1_B.VCar_Outport_ca","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_CPDuty_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_CPDuty_ToBus","Veh_1_B.VCar_Outport_me","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_Faultlevel_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_Faultlevel_ToBus","Veh_1_B.VCar_Outport_lb4","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.OBC_S2Sts_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/OBC_S2Sts_ToBus","Veh_1_B.VCar_Outport_nch","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4.Unused_ToBus","Double","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4/Unused_ToBus","Veh_1_B.VCar_Outport_ms","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.bodyCAN_out.SoftOBCDataToBus.OBC_4_MsgEnable.OBC_4_MsgDisable","Bool","Body CAN output","Veh_1/ToVCU/bodyCAN_out/SoftOBCDataToBus/OBC_4_MsgEnable/OBC_4_MsgDisable","Veh_1_B.VCar_Outport_p0","","Body-domain CAN output; observe body-control, lighting, and status frames.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output1.BRKWeak","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output1/BRKWeak","Veh_1_B.VCar_Outport","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output1.U_DO_Ch1_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output1/U_DO_Ch1_Enable_Out","Veh_1_B.VCar_Outport_c","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output10.U_DO_Ch10_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output10/U_DO_Ch10_Enable_Out","Veh_1_B.VCar_Outport_m","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output10.U_DO_Ch10_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output10/U_DO_Ch10_OutCmd_Out","Veh_1_B.VCar_Outport_e","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output11.U_DO_Ch11_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output11/U_DO_Ch11_Enable_Out","Veh_1_B.VCar_Outport_a","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output11.U_DO_Ch11_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output11/U_DO_Ch11_OutCmd_Out","Veh_1_B.VCar_Outport_k","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output12.U_DO_Ch12_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output12/U_DO_Ch12_Enable_Out","Veh_1_B.VCar_Outport_h","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output12.U_DO_Ch12_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output12/U_DO_Ch12_OutCmd_Out","Veh_1_B.VCar_Outport_ki","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output13.U_DO_Ch13_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output13/U_DO_Ch13_Enable_Out","Veh_1_B.VCar_Outport_p","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output13.U_DO_Ch13_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output13/U_DO_Ch13_OutCmd_Out","Veh_1_B.VCar_Outport_o","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output14.U_DO_Ch14_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output14/U_DO_Ch14_Enable_Out","Veh_1_B.VCar_Outport_at","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output14.U_DO_Ch14_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output14/U_DO_Ch14_OutCmd_Out","Veh_1_B.VCar_Outport_m3","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output15.U_DO_Ch15_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output15/U_DO_Ch15_Enable_Out","Veh_1_B.VCar_Outport_pg","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output15.U_DO_Ch15_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output15/U_DO_Ch15_OutCmd_Out","Veh_1_B.VCar_Outport_b","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output16.U_DO_Ch16_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output16/U_DO_Ch16_Enable_Out","Veh_1_B.VCar_Outport_hl","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output16.U_DO_Ch16_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output16/U_DO_Ch16_OutCmd_Out","Veh_1_B.VCar_Outport_af","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output17.U_DO_Ch17_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output17/U_DO_Ch17_Enable_Out","Veh_1_B.VCar_Outport_ko","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output17.U_DO_Ch17_OutCmd_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output17/U_DO_Ch17_OutCmd_Out","Veh_1_B.VCar_Outport_ow","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
"Output","Veh_1.ToVCU.HW.Digital Output.Digital Output18.U_DO_Ch18_Enable_Out","Double","Hardware digital output","Veh_1/ToVCU/HW/Digital Output/Digital Output18/U_DO_Ch18_Enable_Out","Veh_1_B.VCar_Outport_l","","Hardware digital/actuator command; observe propagation of input faults to actuators.","1"
